station,name,lat,lon
ESCUELAS AGUIRRE,ESCUELAS AGUIRRE,40.42166665995589,-3.682222219837608
MENDEZ ALVARO,MENDEZ ALVARO,40.39805555018832,-3.6866666598586177
CASTELLANA,CASTELLANA,40.439722219952834,-3.690277769621476
CUATRO CAMINOS-PABLO,CUATRO CAMINOS-PABLO IGLESIAS,40.44527776982108,-3.7063888799689946
PLAZA ELÍPTICA,PLAZA ELÍPTICA,40.38470000028444,-3.718600000324588
CASA DE CAMPO,CASA DE CAMPO,40.42000000010348,-3.7491666600869737
PLAZA CASTILLA-CANAL,PLAZA CASTILLA-CANAL,40.465833329674865,-3.688333330256388
