city,model,station,seed,MAE,RMSE,R2
madrid,XGBoost,PLAZA CASTILLA-CANAL,42,2.999751560828265,4.67432266486859,0.7533294975995322
madrid,XGBoost,PLAZA ELÍPTICA,42,3.354946193973284,5.341361629273627,0.7194092867075568
madrid,XGBoost,__aggregate__,42,3.0146962811921134,4.768816020776518,0.8061102628707886
madrid,LSTM,CASA DE CAMPO,123,2.381894826889038,3.796466695550267,0.6010570526123047
madrid,LSTM,CASTELLANA,123,3.046241521835327,5.236702928002728,0.8831205368041992
madrid,LSTM,CUATRO CAMINOS-PABLO,123,2.513443946838379,4.1468387835027185,0.8180601000785828
madrid,LSTM,ESCUELAS AGUIRRE,123,3.2320268154144287,5.525665567622597,0.7223653197288513
madrid,LSTM,PLAZA CASTILLA-CANAL,123,2.846019506454468,4.724577280340038,0.747996985912323
madrid,LSTM,PLAZA ELÍPTICA,123,3.259416103363037,5.435268601954334,0.7094563245773315
madrid,LSTM,__aggregate__,123,2.8798404534657798,4.85505310718367,0.7990344166755676
madrid,LSTM,CASA DE CAMPO,42,2.379310607910156,3.796789600055531,0.6009892225265503
madrid,LSTM,CASTELLANA,42,3.0502407550811768,5.237449358055717,0.883087158203125
madrid,LSTM,CUATRO CAMINOS-PABLO,42,2.514099359512329,4.147421732250831,0.8180089592933655
madrid,LSTM,ESCUELAS AGUIRRE,42,3.2326438426971436,5.526291515899353,0.7223024368286133
madrid,LSTM,PLAZA CASTILLA-CANAL,42,2.8437907695770264,4.725161005738467,0.7479346990585327
madrid,LSTM,PLAZA ELÍPTICA,42,3.260953664779663,5.436037414983419,0.709374189376831
madrid,LSTM,__aggregate__,42,2.880173166592916,4.855669217460945,0.7989833950996399
madrid,LSTM,CASA DE CAMPO,777,2.3784661293029785,3.7962618360187306,0.6011001467704773
madrid,LSTM,CASTELLANA,777,3.0526890754699707,5.236394782888856,0.8831342458724976
madrid,LSTM,CUATRO CAMINOS-PABLO,777,2.5136752128601074,4.146391225622933,0.8180993795394897
madrid,LSTM,ESCUELAS AGUIRRE,777,3.2322981357574463,5.525223892301432,0.722409725189209
madrid,LSTM,PLAZA CASTILLA-CANAL,777,2.843048334121704,4.724122279755988,0.7480455040931702
