city,model,variant,topology,k,keep_frac,seed,checkpoint_id,split_hash,n_stations,station,split,rmse,mae,r2,run_id,config_path,git_commit,timestamp,provenance_note
beijing,GCN-Transformer,,distance,5,,123,no_checkpoint_saved,9bc15d5d352eaa4f,12,Huairou,test,19.74911612289531,10.315391057203078,0.933258314371671,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,123,no_checkpoint_saved,9bc15d5d352eaa4f,12,Nongzhanguan,test,22.96146149019744,13.250260561879214,0.9457721386330966,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,123,no_checkpoint_saved,9bc15d5d352eaa4f,12,Shunyi,test,20.317305520623368,11.53779583432445,0.950562992338395,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,123,no_checkpoint_saved,9bc15d5d352eaa4f,12,Tiantan,test,22.39493271741974,12.78458576322086,0.9431997006444317,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,123,no_checkpoint_saved,9bc15d5d352eaa4f,12,Wanliu,test,23.007972550017428,13.04415693180311,0.9358194219866783,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,123,no_checkpoint_saved,9bc15d5d352eaa4f,12,Wanshouxigong,test,27.202766344518835,13.835104467116123,0.9300445916959365,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,123,no_checkpoint_saved,9bc15d5d352eaa4f,12,__aggregate__,test,24.070702982853685,13.07576803302199,0.932421428775936,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,777,no_checkpoint_saved,9bc15d5d352eaa4f,12,Aotizhongxin,test,21.92618570974902,12.677103094359822,0.9445426383808054,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,777,no_checkpoint_saved,9bc15d5d352eaa4f,12,Changping,test,22.329908748865385,12.602333803047786,0.9234247568531834,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,777,no_checkpoint_saved,9bc15d5d352eaa4f,12,Dingling,test,25.41194038840569,13.170732941545413,0.8903293398457814,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,777,no_checkpoint_saved,9bc15d5d352eaa4f,12,Dongsi,test,27.072502972683385,15.480125032255533,0.9288067424847819,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,777,no_checkpoint_saved,9bc15d5d352eaa4f,12,Guanyuan,test,24.278894892688974,13.286362667066125,0.9341849708164689,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,777,no_checkpoint_saved,9bc15d5d352eaa4f,12,Gucheng,test,30.577505911566764,16.611905018703002,0.9064874022886887,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,777,no_checkpoint_saved,9bc15d5d352eaa4f,12,Huairou,test,18.9244796289506,10.033937680431187,0.938715628436569,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,777,no_checkpoint_saved,9bc15d5d352eaa4f,12,Nongzhanguan,test,23.84779634447551,13.865250100348499,0.9415048403035085,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,777,no_checkpoint_saved,9bc15d5d352eaa4f,12,Shunyi,test,21.27997028148991,12.086867393735332,0.9457672049951111,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,777,no_checkpoint_saved,9bc15d5d352eaa4f,12,Tiantan,test,21.722771822680283,12.253284521999102,0.9465581379911869,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,777,no_checkpoint_saved,9bc15d5d352eaa4f,12,Wanliu,test,22.027248699740927,12.826299525834141,0.9411742553510368,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,777,no_checkpoint_saved,9bc15d5d352eaa4f,12,Wanshouxigong,test,28.876809668226613,14.70054729436935,0.9211696283504202,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,GCN-Transformer,,distance,5,,777,no_checkpoint_saved,9bc15d5d352eaa4f,12,__aggregate__,test,24.2438261444258,13.299562422807941,0.9314458454178006,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,Linear-Transformer,,correlation,,,42,no_checkpoint_saved,9bc15d5d352eaa4f,12,Aotizhongxin,test,20.46638961532985,11.457247189269998,0.9516812708959363,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,Linear-Transformer,,correlation,,,42,no_checkpoint_saved,9bc15d5d352eaa4f,12,Changping,test,19.36137082861656,10.617942189131284,0.9424312640052158,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,Linear-Transformer,,correlation,,,42,no_checkpoint_saved,9bc15d5d352eaa4f,12,Dingling,test,17.503482018726842,9.318593729230157,0.9479688161484422,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,Linear-Transformer,,correlation,,,42,no_checkpoint_saved,9bc15d5d352eaa4f,12,Dongsi,test,22.924140773415946,12.015307610373148,0.948953240451891,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,Linear-Transformer,,correlation,,,42,no_checkpoint_saved,9bc15d5d352eaa4f,12,Guanyuan,test,21.052733169742325,11.844772438008441,0.9505137869654181,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,Linear-Transformer,,correlation,,,42,no_checkpoint_saved,9bc15d5d352eaa4f,12,Gucheng,test,21.959474516402523,11.27908372832271,0.9517708185980875,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,Linear-Transformer,,correlation,,,42,no_checkpoint_saved,9bc15d5d352eaa4f,12,Huairou,test,18.971615230749887,9.37534306790747,0.938409963685503,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
beijing,Linear-Transformer,,correlation,,,42,no_checkpoint_saved,9bc15d5d352eaa4f,12,Nongzhanguan,test,20.945267690199714,11.396702679566046,0.9548772818864216,migrated_06_train_multistation_beijing,06_train_multistation.py,migration_pre_P3,2026-08-15T13:09:01,
